times;values
1363343704; 0.464602
1363343705; 0.373877
1363343706; 0.279415
1363343707; 0.182163
1363343708; 0.083089
1363343709; 0.016814
1363343710; 0.116549
1363343711; 0.215120
1363343712; 0.311541
1363343713; 0.404850
1363343714; 0.494113
1363343715; 0.578440
1363343716; 0.656987
1363343717; 0.728969
1363343718; 0.793668
1363343719; 0.850437
1363343720; 0.898708
1363343721; 0.938000
1363343722; 0.967920
1363343723; 0.988168
1363343724; 0.998543
1363343725; 0.998941
1363343726; 0.989358
1363343727; 0.969890
1363343728; 0.940731
1363343729; 0.902172
1363343730; 0.854599
1363343731; 0.798487
1363343732; 0.734397
1363343733; 0.662969
1363343734; 0.584917
1363343735; 0.501021
1363343736; 0.412118
1363343737; 0.319098
1363343738; 0.222890
1363343739; 0.124454
1363343740; 0.024775
1363343741; 0.000000
1363343742; 0.099833
1363343743; 0.198669
1363343744; 0.295520
1363343745; 0.389418
1363343746; 0.479426
1363343747; 0.564642
1363343748; 0.644218
1363343749; 0.717356
1363343750; 0.783327
1363343751; 0.841471
1363343752; 0.891207
1363343753; 0.932039
1363343754; 0.963558
1363343755; 0.985450
1363343756; 0.997495
1363343757; 0.999574
1363343758; 0.991665
1363343759; 0.973848
1363343760; 0.946300
1363343761; 0.909297
1363343762; 0.863209
1363343763; 0.808496
1363343764; 0.745705
1363343765; 0.675463
1363343766; 0.598472
1363343767; 0.515501
1363343768; 0.427380
1363343769; 0.334988
1363343770; 0.239249
1363343771; 0.141120
1363343772; 0.041581
1363343773; 0.058374
1363343774; 0.157746
1363343775; 0.255541
1363343776; 0.350783
1363343777; 0.442520
1363343778; 0.529836
1363343779; 0.611858
1363343780; 0.687766
1363343781; 0.756802
1363343782; 0.818277
1363343783; 0.871576
1363343784; 0.916166
1363343785; 0.951602
1363343786; 0.977530
1363343787; 0.993691
1363343788; 0.999923
1363343789; 0.996165
1363343790; 0.982453
1363343791; 0.958924
1363343792; 0.925815
1363343793; 0.883455
1363343794; 0.832267
1363343795; 0.772764
1363343796; 0.705540
1363343797; 0.631267
1363343798; 0.550686
1363343799; 0.464602
1363343800; 0.373877
1363343801; 0.279415
1363343802; 0.182163
1363343803; 0.083089
1363343804; 0.016814
1363343805; 0.116549
1363343806; 0.215120
1363343807; 0.311541
1363343808; 0.404850
1363343809; 0.404851
1363343810; 0.404852
1363343811; 0.404853
1363343812; 0.404854
1363343813; 0.404855
1363343814; 0.404856
1363343815; 0.404857
1363343816; 0.404858
1363343817; 0.404859
1363343818; 0.404860
1363343819; 0.404861
1363343820; 0.404862
1363343821; 0.404863
1363343822; 0.404864
1363343823; 0.404865
1363343824; 0.404866
1363343825; 0.404867
1363343826; 0.404868
1363343827; 0.404869
1363343828; 0.404870
1363343829; 0.404871
1363343830; 0.404872
1363343831; 0.412118
1363343832; 0.319098
1363343833; 0.222890
1363343834; 0.124454
1363343835; 0.024775
1363343836; 0.000000
1363343837; 0.000000
1363343838; 0.000000
1363343839; 0.000000
1363343840; 0.000000
1363343841; 0.000000
1363343842; 0.000000
1363343843; 0.000000
1363343844; 0.000000
1363343845; 0.000000
1363343846; 0.000000
1363343847; 0.000000
1363343848; 0.000000
1363343849; 0.000000
1363343850; 0.000000
1363343851; 0.000000
1363343852; 0.000000
1363343853; 0.000000
1363343854; 0.000000
1363343855; 0.000000
1363343856; 0.000000
1363343857; 0.000000
1363343858; 0.000000
1363343859; 0.000000
1363343860; 0.000000
1363343861; 0.000000
1363343862; 0.000000
1363343863; 0.000000
1363343864; 0.000000
1363343865; 0.000000
1363343866; 0.000000
1363343867; 0.000000
1363343868; 0.000000
