times;values
1362765146;-0.166286
1362765147;-0.213192
1362765148;-0.259613
1362765149;-0.305440
1362765150;-0.350570
1362765151;-0.394901
1362765152;-0.438330
1362765153;-0.480758
1362765154;-0.522089
1362765155;-0.562229
1362765156;-0.601085
1362765157;-0.638569
1362765158;-0.674596
1362765159;-0.709083
1362765160;-0.741951
1362765161;-0.773126
1362765162;-0.802537
1362765163;-0.830116
1362765164;-0.855800
1362765165;-0.879530
1362765166;-0.901254
1362765167;-0.920920
1362765168;-0.938484
1362765169;-0.953906
1362765170;-0.967151
1362765171;-0.978188
1362765172;-0.986993
1362765173;-0.993545
1362765174;-0.997829
1362765175;-0.999836
1362765176;-0.999560
1362765177;-0.997004
1362765178;-0.992171
1362765179;-0.985074
1362765180;-0.975729
1362765181;-0.964156
1362765182;-0.950383
1362765183;-0.934441
1362765184;-0.916366
1362765185;-0.896199
1362765186;-0.873987
1362765187;-0.849780
1362765188;-0.823633
1362765189;-0.795606
1362765190;-0.765764
1362765191;-0.734173
1362765192;-0.700907
1362765193;-0.666042
1362765194;-0.629656
1362765195;-0.591832
1362765196;-0.552658
1362765197;-0.512223
1362765198;-0.470618
1362765199;-0.427939
1362765200;-0.384284
1362765201;-0.339751
1362765202;-0.294443
1362765203;-0.248463
1362765204;-0.201916
1362765205;-0.154908
1362765206;-0.107546
1362765207;-0.059939
1362765208;-0.012195
1362765209;0.035577
1362765210;0.083267
1362765211;0.130768
1362765212;0.177970
1362765213;0.224766
1362765214;0.271049
1362765215;0.316713
1362765216;0.361654
1362765217;0.405770
1362765218;0.448960
1362765219;0.491125
1362765220;0.532169
1362765221;0.571998
1362765222;0.610522
1362765223;0.647652
1362765224;0.683304
1362765225;0.717397
1362765226;0.749852
1362765227;0.780595
1362765228;0.809557
1362765229;0.836671
1362765230;0.861875
1362765231;0.885113
1362765232;0.906329
1362765233;0.925478
1362765234;0.942514
1362765235;0.957398
1362765236;0.970098
1362765237;0.980583
1362765238;0.988830
1362765239;0.994820
1362765240;0.998540
1362765241;0.999980
1362765242;0.999138
1362765243;0.996016
1362765244;0.990620
1362765245;0.982963
1362765246;0.973063
1362765247;0.960941
1362765248;0.946626
1362765249;0.930151
1362765250;0.911553
1362765251;0.890874
1362765252;0.868161
1362765253;0.843467
1362765254;0.816848
1362765255;0.788365
1362765256;0.758082
1362765257;0.726069
1362765258;0.692398
1362765259;0.657147
1362765260;0.620397
1362765261;0.582230
1362765262;0.542734
1362765263;0.502000
1362765264;0.460120
1362765265;0.417189
1362765266;0.373307
1362765267;0.328572
1362765268;0.283087
1362765269;0.236956
1362765270;0.190285
1362765271;0.143179
1362765272;0.095746
1362765273;0.048095
1362765274;0.000334
1362765275;-0.047428
1362765276;-0.095082
1362765277;-0.142518
1362765278;-0.189629
1362765279;-0.236308
1362765280;-0.282447
1362765281;-0.327941
1362765282;-0.372687
1362765283;-0.416582
1362765284;-0.459527
1362765285;-0.501422
1362765286;-0.542173
1362765287;-0.581687
1362765288;-0.619873
1362765289;-0.656644
1362765290;-0.691916
1362765291;-0.725609
1362765292;-0.757646
1362765293;-0.787954
1362765294;-0.816463
1362765295;-0.843109
1362765296;-0.867830
1362765297;-0.890570
1362765298;-0.911278
1362765299;-0.929906
1362765300;-0.946411
1362765301;-0.960756
1362765302;-0.972909
1362765303;-0.982840
1362765304;-0.990529
1362765305;-0.995956
1362765306;-0.999110
1362765307;-0.999984
1362765308;-0.998576
1362765309;-0.994888
1362765310;-0.988930
1362765311;-0.980714
1362765312;-0.970260
1362765313;-0.957591
1362765314;-0.942737
1362765315;-0.925730
1362765316;-0.906611
1362765317;-0.885423
1362765318;-0.862214
1362765319;-0.837036
1362765320;-0.809949
1362765321;-0.781012
1362765322;-0.750293
1362765323;-0.717861
1362765324;-0.683791
1362765325;-0.648161
1362765326;-0.611050
1362765327;-0.572545
1362765328;-0.532734
1362765329;-0.491706
1362765330;-0.449556
1362765331;-0.406380
1362765332;-0.362277
1362765333;-0.317346
1362765334;-0.271691
1362765335;-0.225416
1362765336;-0.178627
1362765337;-0.131430
1362765338;-0.083933
1362765339;-0.036244
1362765340;0.011527
1362765341;0.059273
1362765342;0.106882
1362765343;0.154248
1362765344;0.201262
1362765345;0.247816
1362765346;0.293805
1362765347;0.339123
1362765348;0.383668
1362765349;0.427336
1362765350;0.470029
1362765351;0.511649
1362765352;0.552102
1362765353;0.591294
1362765354;0.629137
1362765355;0.665543
1362765356;0.700431
1362765357;0.733720
1362765358;0.765334
1362765359;0.795202
1362765360;0.823254
1362765361;0.849427
1362765362;0.873662
1362765363;0.895903
1362765364;0.916098
1362765365;0.934203
1362765366;0.950175
1362765367;0.963979
1362765368;0.975582
1362765369;0.984959
1362765370;0.992088
1362765371;0.996952
1362765372;0.999540
1362765373;0.999848
1362765374;0.997873
1362765375;0.993620
1362765376;0.987100
1362765377;0.978327
1362765378;0.967320
1362765379;0.954106
1362765380;0.938714
1362765381;0.921180
1362765382;0.901543
1362765383;0.879848
1362765384;0.856145
1362765385;0.830488
1362765386;0.802935
1362765387;0.773550
1362765388;0.742399
1362765389;0.709553
1362765390;0.675088
1362765391;0.639083
1362765392;0.601618
1362765393;0.562781
1362765394;0.522658
1362765395;0.481343
1362765396;0.438930
1362765397;0.395514
1362765398;0.351196
1362765399;0.306076
1362765400;0.260257
1362765401;0.213845
1362765402;0.166944
1362765403;0.119662
1362765404;0.072107
1362765405;0.024388
1362765406;-0.023387
1362765407;-0.071109
1362765408;-0.118668
1362765409;-0.165957
1362765410;-0.212866
1362765411;-0.259290
1362765412;-0.305122
1362765413;-0.350258
1362765414;-0.394594
1362765415;-0.438030
1362765416;-0.480465
1362765417;-0.521804
1362765418;-0.561953
1362765419;-0.600818
1362765420;-0.638312
1362765421;-0.674349
1362765422;-0.708847
1362765423;-0.741728
1362765424;-0.772915
1362765425;-0.802338
1362765426;-0.829929
1362765427;-0.855627
1362765428;-0.879371
1362765429;-0.901109
1362765430;-0.920789
1362765431;-0.938368
1362765432;-0.953806
1362765433;-0.967066
1362765434;-0.978119
1362765435;-0.986939
1362765436;-0.993507
1362765437;-0.997807
1362765438;-0.999830
1362765439;-0.999570
1362765440;-0.997029
1362765441;-0.992213
1362765442;-0.985131
1362765443;-0.975802
1362765444;-0.964245
1362765445;-0.950487
1362765446;-0.934560
1362765447;-0.916499
1362765448;-0.896347
1362765449;-0.874149
1362765450;-0.849955
1362765451;-0.823822
1362765452;-0.795809
1362765453;-0.765978
1362765454;-0.734400
1362765455;-0.701145
1362765456;-0.666291
1362765457;-0.629915
1362765458;-0.592101
1362765459;-0.552936
1362765460;-0.512509
1362765461;-0.470913
1362765462;-0.428241
1362765463;-0.384592
1362765464;-0.340065
1362765465;-0.294762
1362765466;-0.248786
1362765467;-0.202243
1362765468;-0.155237
1362765469;-0.107878
1362765470;-0.060272
1362765471;-0.012529
1362765472;0.035243
1362765473;0.082935
1362765474;0.130437
1362765475;0.177642
1362765476;0.224441
1362765477;0.270727
1362765478;0.316396
1362765479;0.361343
1362765480;0.405465
1362765481;0.448661
1362765482;0.490834
1362765483;0.531886
1362765484;0.571724
1362765485;0.610257
1362765486;0.647398
1362765487;0.683060
1362765488;0.717164
1362765489;0.749631
1362765490;0.780386
1362765491;0.809361
1362765492;0.836488
1362765493;0.861706
1362765494;0.884957
1362765495;0.906188
1362765496;0.925351
1362765497;0.942402
1362765498;0.957302
1362765499;0.970017
1362765500;0.980518
1362765501;0.988780
1362765502;0.994786
1362765503;0.998522
1362765504;0.999978
1362765505;0.999152
1362765506;0.996046
1362765507;0.990666
1362765508;0.983024
1362765509;0.973140
1362765510;0.961034
