times;values
1363875323; -1.530209
1363875324; -1.118228
1363875325; -4.998990
1363875326; -9.809238
1363875327; -11.331468
1363875328; -8.369659
1363875329; -3.847092
1363875330; -2.116928
1363875331; -4.958214
1363875332; -9.938582
1363875333; -12.648992
1363875334; -10.755911
1363875335; -6.145401
1363875336; -3.187854
1363875337; -4.718789
1363875338; -9.430950
1363875339; -13.075418
1363875340; -12.367438
1363875341; -8.005974
1363875342; -4.030829
1363875343; -4.108393
1363875344; -8.160890
1363875345; -12.438168
1363875346; -12.966041
1363875347; -9.200770
1363875348; -4.529784
1363875349; -3.158250
1363875350; -6.243980
1363875351; -10.834189
1363875352; -12.581649
1363875353; -9.742998
1363875354; -4.783159
1363875355; -2.110770
1363875356; -4.026628
1363875357; -8.610122
1363875358; -11.486843
1363875359; -9.852207
1363875360; -5.051788
1363875361; -1.345989
1363875362; -1.994785
1363875363; -6.262202
1363875364; -10.094571
1363875365; -9.848962
1363875366; -5.643883
1363875367; -1.251603
1363875368; -0.631093
1363875369; -4.289163
1363875370; -8.815349
1363875371; -10.018156
1363875372; -6.779202
1363875373; -2.081789
1363875374; -0.268214
1363875375; -3.047451
1363875376; -7.923718
1363875377; -10.490691
1363875378; -8.482095
1363875379; -3.854569
1363875380; -0.987843
1363875381; -2.656981
1363875382; -7.479809
1363875383; -11.186352
1363875384; -10.543187
1363875385; -6.324693
1363875386; -2.599456
1363875387; -2.987927
1363875388; -7.332035
1363875389; -11.838725
1363875390; -12.565457
1363875391; -9.043148
1363875392; -4.705645
1363875393; -3.730901
1363875394; -7.198075
1363875395; -12.093722
1363875396; -14.080782
1363875397; -11.484611
1363875398; -6.831301
1363875399; -4.524002
1363875400; -6.793622
1363875401; -11.646833
1363875402; -14.697979
1363875403; -13.200646
1363875404; -8.572303
1363875405; -5.090857
1363875406; -5.961526
1363875407; -10.370107
1363875408; -14.231875
1363875409; -13.947548
1363875410; -9.713121
1363875411; -5.340500
1363875412; -4.753838
1363875413; -8.382830
1363875414; -12.768918
1363875415; -13.746473
1363875416; -10.274156
1363875417; -5.393922
1363875418; -3.435932
1363875419; -6.039166
1363875420; -10.646331
1363875421; -12.856833
1363875422; -10.474479
1363875423; -5.528456
1363875424; -2.409479
1363875425; -3.834725
1363875426; -8.351341
1363875427; -11.673778
1363875428; -10.625404
1363875429; -6.060463
1363875430; -2.079948
1363875431; -2.262292
1363875432; -6.374341
1363875433; -10.586537
1363875434; -10.994441
1363875435; -7.208935
1363875436; -2.714278
1363875437; -1.664807
1363875438; -5.065406
1363875439; -9.847367
1363875440; -11.689335
1363875441; -8.989736
1363875442; -4.338501
1363875443; -2.134965
1363875444; -4.542065
1363875445; -9.496528
1363875446; -12.604489
1363875447; -11.179729
1363875448; -6.711813
1363875449; -3.494942
1363875450; -4.678171
1363875451; -9.368417
1363875452; -13.449754
1363875453; -13.365763
1363875454; -9.387472
1363875455; -5.362383
1363875456; -5.175343
1363875457; -9.175132
1363875458; -13.852177
1363875459; -15.063694
1363875460; -11.841119
1363875461; -7.279286
1363875462; -5.689869
1363875463; -8.636214
1363875464; -13.495123
1363875465; -15.867886
1363875466; -13.623891
1363875467; -8.859119
1363875468; -5.968916
1363875469; -7.606920
1363875470; -12.245481
1363875471; -15.580529
1363875472; -14.489235
1363875473; -9.901823
1363875474; -5.947182
1363875475; -6.157804
1363875476; -10.223181
1363875477; -14.276581
1363875478; -14.451519
1363875479; -10.438103
1363875480; -5.769563
1363875481; -4.575502
1363875482; -7.786905
1363875483; -12.281983
1363875484; -13.758143
1363875485; -10.689587
1363875486; -5.731927
1363875487; -3.282401
1363875488; -5.438794
1363875489; -10.072401
1363875490; -12.786727
1363875491; -10.961076
1363875492; -6.161374
1363875493; -2.701698
1363875494; -3.679035
1363875495; -8.126869
1363875496; -11.904587
1363875497; -11.504953
1363875498; -7.279100
1363875499; -3.113963
1363875500; -2.858743
1363875501; -6.785874
1363875502; -11.340275
1363875503; -12.407428
1363875504; -9.095616
1363875505; -4.554977
1363875506; -3.080329
1363875507; -6.161433
1363875508; -11.112074
1363875509; -13.538390
1363875510; -11.377088
1363875511; -6.790852
1363875512; -4.178320
1363875513; -6.128273
1363875514; -11.037749
1363875515; -14.583995
1363875516; -13.696971
1363875517; -9.380117
1363875518; -5.786011
1363875519; -6.396760
1363875520; -10.820880
1363875521; -15.151616
1363875522; -15.557269
1363875523; -11.802638
1363875524; -7.463964
1363875525; -6.639798
1363875526; -10.181798
1363875527; -14.910863
1363875528; -16.539292
1363875529; -13.612356
1363875530; -8.845424
1363875531; -6.627301
1363875532; -8.985199
1363875533; -13.721122
1363875534; -16.433077
1363875535; -14.562791
1363875536; -9.748506
1363875537; -6.319667
1363875538; -7.317491
1363875539; -11.700072
1363875540; -15.301615
1363875541; -14.663886
1363875542; -10.217229
1363875543; -5.886543
1363875544; -5.484441
1363875545; -9.207708
1363875546; -13.458171
1363875547; -14.152656
1363875548; -10.478853
1363875549; -5.643951
1363875550; -3.927726
1363875551; -6.749450
1363875552; -11.364664
1363875553; -13.389977
1363875554; -10.834598
1363875555; -5.932001
1363875556; -3.087694
1363875557; -4.829889
1363875558; -9.485999
1363875559; -12.721164
1363875560; -11.524297
1363875561; -6.976882
1363875562; -3.258899
1363875563; -3.805831
1363875564; -8.149973
1363875565; -12.350135
1363875566; -12.614672
1363875567; -8.786853
1363875568; -4.488140
1363875569; -3.787656
1363875570; -7.459924
1363875571; -12.271518
1363875572; -13.952470
1363875573; -11.120564
1363875574; -6.550547
1363875575; -4.621371
1363875576; -7.288467
1363875577; -12.284154
1363875578; -15.200727
1363875579; -13.541065
1363875580; -9.012662
1363875581; -5.955986
1363875582; -7.352134
1363875583; -12.080351
1363875584; -15.946849
1363875585; -15.539055
1363875586; -11.361721
1363875587; -7.371588
1363875588; -7.338443
1363875589; -11.378209
1363875590; -15.845534
1363875591; -16.684651
1363875592; -13.157737
1363875593; -8.522952
1363875594; -7.038766
1363875595; -10.048790
1363875596; -14.746694
1363875597; -16.756741
1363875598; -14.157402
1363875599; -9.248751
1363875600; -6.438700
1363875601; -8.191450
1363875602; -12.763121
1363875603; -15.806403
1363875604; -14.368907
1363875605; -9.609128
1363875606; -5.732972
1363875607; -6.128576
1363875608; -10.253029
1363875609; -14.133325
1363875610; -14.020937
1363875611; -9.840009
1363875612; -5.258895
1363875613; -4.319248
1363875614; -7.721844
1363875615; -12.183925
1363875616; -13.458896
1363875617; -10.242063
1363875618; -5.371486
1363875619; -3.219872
1363875620; -5.675377
