times;values
1364897434;0.47942554
1364897435;0.56464247
1364897436;0.64421769
1364897437;0.71735609
1364897438;0.78332691
1364897439;0.00000000
1364897440;0.09983342
1364897441;0.19866933
1364897442;0.29552021
1364897443;0.38941834
1364897444;0.47942554
1364897445;0.56464247
1364897446;0.64421769
1364897447;0.71735609
1364897448;0.78332691
1364897449;0.00000000
1364897450;0.09983342
1364897451;0.19866933
1364897452;0.29552021
1364897453;0.38941834
1364897454;0.47942554
1364897455;0.56464247
1364897456;0.64421769
1364897457;0.71735609
1364897458;0.78332691
1364897459;0.00000000
1364897460;0.09983342
1364897461;0.19866933
1364897462;0.29552021
1364897463;0.38941834
1364897464;0.47942554
1364897465;0.56464247
1364897466;0.64421769
1364897467;0.71735609
1364897468;0.78332691
1364897469;0.00000000
1364897470;0.09983342
1364897471;0.19866933
1364897472;0.29552021
1364897473;0.38941834
1364897474;0.47942554
1364897475;0.56464247
1364897476;0.64421769
1364897477;0.71735609
1364897478;0.78332691
1364897479;0.00000000
1364897480;0.09983342
1364897481;0.19866933
1364897482;0.29552021
1364897483;0.38941834
1364897484;0.47942554
1364897485;0.56464247
1364897486;0.64421769
1364897487;0.71735609
1364897488;0.78332691
1364897489;0.00000000
1364897490;0.09983342
1364897491;0.19866933
1364897492;0.29552021
1364897493;0.38941834
1364897494;0.47942554
1364897495;0.56464247
1364897496;0.64421769
1364897497;0.71735609
1364897498;0.78332691
1364897499;0.00000000
1364897500;0.09983342
1364897501;0.19866933
1364897502;0.29552021
1364897503;0.38941834
1364897504;0.47942554
1364897505;0.56464247
1364897506;0.64421769
1364897507;0.71735609
1364897508;0.78332691
1364897509;0.00000000
1364897510;0.09983342
1364897511;0.19866933
1364897512;0.29552021
1364897513;0.38941834
1364897514;0.47942554
1364897515;0.56464247
1364897516;0.64421769
1364897517;0.71735609
1364897518;0.78332691
1364897519;0.00000000
1364897520;0.09983342
1364897521;0.19866933
1364897522;0.29552021
1364897523;0.38941834
1364897524;0.47942554
1364897525;0.56464247
1364897526;0.64421769
1364897527;0.71735609
1364897528;0.78332691
1364897529;0.00000000
1364897530;0.09983342
1364897531;0.19866933
1364897532;0.29552021
1364897533;0.38941834
1364897534;0.47942554
1364897535;0.56464247
1364897536;0.64421769
1364897537;0.71735609
1364897538;0.78332691
1364897539;0.00000000
1364897540;0.09983342
1364897541;0.19866933
1364897542;0.29552021
1364897543;0.38941834
1364897544;0.47942554
1364897545;0.56464247
1364897546;0.64421769
1364897547;0.71735609
1364897548;0.78332691
1364897549;0.00000000
1364897550;0.09983342
1364897551;0.19866933
1364897552;0.29552021
1364897553;0.38941834
1364897554;0.47942554
1364897555;0.56464247
1364897556;0.64421769
1364897557;0.71735609
1364897558;0.78332691
1364897559;0.00000000
1364897560;0.09983342
1364897561;0.19866933
1364897562;0.29552021
1364897563;0.38941834
1364897564;0.47942554
1364897565;0.56464247
1364897566;0.64421769
1364897567;0.71735609
1364897568;0.78332691
1364897569;0.00000000
1364897570;0.09983342
1364897571;0.19866933
1364897572;0.29552021
1364897573;0.38941834
1364897574;0.47942554
1364897575;0.56464247
1364897576;0.64421769
1364897577;0.71735609
1364897578;0.78332691
1364897579;0.00000000
1364897580;0.09983342
1364897581;0.19866933
1364897582;0.29552021
1364897583;0.38941834
1364897584;0.47942554
1364897585;0.56464247
1364897586;0.64421769
1364897587;0.71735609
1364897588;0.78332691
1364897589;0.00000000
1364897590;0.09983342
1364897591;0.19866933
1364897592;0.29552021
1364897593;0.38941834
1364897594;0.47942554
1364897595;0.56464247
1364897596;0.64421769
1364897597;0.71735609
1364897598;0.78332691
1364897599;0.00000000
1364897600;0.09983342
1364897601;0.19866933
1364897602;0.29552021
1364897603;0.38941834
1364897604;0.47942554
1364897605;0.56464247
1364897606;0.64421769
1364897607;0.71735609
1364897608;0.78332691
1364897609;0.00000000
1364897610;0.09983342
1364897611;0.19866933
1364897612;0.29552021
1364897613;0.38941834
1364897614;0.47942554
1364897615;0.56464247
1364897616;0.64421769
1364897617;0.71735609
1364897618;0.78332691
1364897619;0.00000000
1364897620;0.09983342
1364897621;0.19866933
1364897622;0.29552021
1364897623;0.38941834
1364897624;0.47942554
1364897625;0.56464247
1364897626;0.64421769
1364897627;0.71735609
1364897628;0.78332691
1364897629;0.00000000
1364897630;0.09983342
1364897631;0.19866933
1364897632;0.29552021
1364897633;0.38941834
1364897634;0.47942554
1364897635;0.56464247
1364897636;0.64421769
1364897637;0.71735609
1364897638;0.78332691
1364897639;0.00000000
1364897640;0.09983342
1364897641;0.19866933
1364897642;0.29552021
1364897643;0.38941834
1364897644;0.47942554
1364897645;0.56464247
1364897646;0.64421769
1364897647;0.71735609
1364897648;0.78332691
1364897649;0.00000000
1364897650;0.09983342
1364897651;0.19866933
1364897652;0.29552021
1364897653;0.38941834
1364897654;0.47942554
1364897655;0.56464247
1364897656;0.64421769
1364897657;0.71735609
1364897658;0.78332691
1364897659;0.00000000
1364897660;0.09983342
1364897661;0.19866933
1364897662;0.29552021
1364897663;0.38941834
1364897664;0.47942554
1364897665;0.56464247
1364897666;0.64421769
1364897667;0.71735609
1364897668;0.78332691
1364897669;0.00000000
1364897670;0.09983342
1364897671;0.19866933
1364897672;0.29552021
1364897673;0.38941834
1364897674;0.47942554
1364897675;0.56464247
1364897676;0.64421769
1364897677;0.71735609
1364897678;0.78332691
1364897679;0.00000000
1364897680;0.09983342
1364897681;0.19866933
1364897682;0.29552021
1364897683;0.38941834
1364897684;0.47942554
1364897685;0.56464247
1364897686;0.64421769
1364897687;0.71735609
1364897688;0.78332691
1364897689;0.00000000
1364897690;0.09983342
1364897691;0.19866933
1364897692;0.29552021
1364897693;0.38941834
1364897694;0.47942554
1364897695;0.56464247
1364897696;0.64421769
1364897697;0.71735609
1364897698;0.78332691
1364897699;0.00000000
1364897700;0.09983342
1364897701;0.19866933
1364897702;0.29552021
1364897703;0.38941834
1364897704;0.47942554
1364897705;0.56464247
1364897706;0.64421769
1364897707;0.71735609
1364897708;0.78332691
1364897709;0.00000000
1364897710;0.09983342
1364897711;0.19866933
1364897712;0.29552021
1364897713;0.38941834
1364897714;0.47942554
1364897715;0.56464247
1364897716;0.64421769
1364897717;0.71735609
1364897718;0.78332691
1364897719;0.00000000
1364897720;0.09983342
1364897721;0.19866933
1364897722;0.29552021
1364897723;0.38941834
1364897724;0.47942554
1364897725;0.56464247
1364897726;0.64421769
1364897727;0.71735609
1364897728;0.78332691
1364897729;0.00000000
1364897730;0.09983342
1364897731;0.19866933
1364897732;0.29552021
1364897733;0.38941834
1364897734;0.47942554
1364897735;0.56464247
1364897736;0.64421769
1364897737;0.71735609
1364897738;0.78332691
1364897739;0.00000000
1364897740;0.09983342
1364897741;0.19866933
1364897742;0.29552021
1364897743;0.38941834
1364897744;0.47942554
1364897745;0.56464247
1364897746;0.64421769
1364897747;0.71735609
1364897748;0.78332691
1364897749;0.00000000
1364897750;0.09983342
1364897751;0.19866933
1364897752;0.29552021
1364897753;0.38941834
1364897754;0.47942554
1364897755;0.56464247
1364897756;0.64421769
1364897757;0.71735609
1364897758;0.78332691
1364897759;0.00000000
1364897760;0.09983342
1364897761;0.19866933
1364897762;0.29552021
1364897763;0.38941834
1364897764;0.47942554
1364897765;0.56464247
1364897766;0.64421769
1364897767;0.71735609
1364897768;0.78332691
1364897769;0.00000000
1364897770;0.09983342
1364897771;0.19866933
1364897772;0.29552021
1364897773;0.38941834
1364897774;0.47942554
1364897775;0.56464247
1364897776;0.64421769
1364897777;0.71735609
1364897778;0.78332691
1364897779;0.00000000
1364897780;0.09983342
1364897781;0.19866933
1364897782;0.29552021
1364897783;0.38941834
1364897784;0.47942554
1364897785;0.56464247
1364897786;0.64421769
1364897787;0.71735609
1364897788;0.78332691
1364897789;0.00000000
1364897790;0.09983342
1364897791;0.19866933
1364897792;0.29552021
1364897793;0.38941834
1364897794;0.47942554
1364897795;0.56464247
1364897796;0.64421769
1364897797;0.71735609
1364897798;0.78332691
1364897799;0.00000000
1364897800;0.09983342
1364897801;0.19866933
1364897802;0.29552021
1364897803;0.38941834
1364897804;0.47942554
1364897805;0.56464247
1364897806;0.64421769
1364897807;0.71735609
1364897808;0.78332691
1364897809;0.00000000
1364897810;0.09983342
1364897811;0.19866933
1364897812;0.29552021
1364897813;0.38941834
1364897814;0.47942554
1364897815;0.56464247
1364897816;0.64421769
1364897817;0.71735609
1364897818;0.78332691
1364897819;0.00000000
1364897820;0.09983342
1364897821;0.19866933
1364897822;0.29552021
1364897823;0.38941834
1364897824;0.47942554
1364897825;0.56464247
1364897826;0.64421769
1364897827;0.71735609
1364897828;0.78332691
1364897829;0.00000000
1364897830;0.09983342
1364897831;0.19866933
1364897832;0.29552021
1364897833;0.38941834
1364897834;0.47942554
1364897835;0.56464247
1364897836;0.64421769
1364897837;0.71735609
1364897838;0.78332691
1364897839;0.00000000
1364897840;0.09983342
1364897841;0.19866933
1364897842;0.29552021
1364897843;0.38941834
1364897844;0.47942554
1364897845;0.56464247
1364897846;0.64421769
1364897847;0.71735609
1364897848;0.78332691
1364897849;0.00000000
1364897850;0.09983342
1364897851;0.19866933
1364897852;0.29552021
1364897853;0.38941834
1364897854;0.47942554
1364897855;0.56464247
1364897856;0.64421769
1364897857;0.71735609
1364897858;0.78332691
1364897859;0.00000000
1364897860;0.09983342
1364897861;0.19866933
1364897862;0.29552021
1364897863;0.38941834
1364897864;0.47942554
1364897865;0.56464247
1364897866;0.64421769
1364897867;0.71735609
1364897868;0.78332691
1364897869;0.00000000
1364897870;0.09983342
1364897871;0.19866933
1364897872;0.29552021
1364897873;0.38941834
1364897874;0.47942554
1364897875;0.56464247
1364897876;0.64421769
1364897877;0.71735609
1364897878;0.78332691
1364897879;0.00000000
1364897880;0.09983342
1364897881;0.19866933
1364897882;0.29552021
1364897883;0.38941834
1364897884;0.47942554
1364897885;0.56464247
1364897886;0.64421769
1364897887;0.71735609
1364897888;0.78332691
1364897889;0.00000000
1364897890;0.09983342
1364897891;0.19866933
1364897892;0.29552021
1364897893;0.38941834
1364897894;0.47942554
1364897895;0.56464247
1364897896;0.64421769
1364897897;0.71735609
1364897898;0.78332691
1364897899;0.00000000
1364897900;0.09983342
1364897901;0.19866933
1364897902;0.29552021
1364897903;0.38941834
1364897904;0.47942554
1364897905;0.56464247
1364897906;0.64421769
1364897907;0.71735609
1364897908;0.78332691
1364897909;0.00000000
1364897910;0.09983342
1364897911;0.19866933
1364897912;0.29552021
1364897913;0.38941834
1364897914;0.47942554
1364897915;0.56464247
1364897916;0.64421769
1364897917;0.71735609
1364897918;0.78332691
1364897919;0.00000000
1364897920;0.09983342
1364897921;0.19866933
1364897922;0.29552021
1364897923;0.38941834
1364897924;0.47942554
1364897925;0.56464247
1364897926;0.64421769
1364897927;0.71735609
1364897928;0.78332691
1364897929;0.00000000
1364897930;0.09983342
1364897931;0.19866933
1364897932;0.29552021
1364897933;0.38941834
1364897934;0.47942554
1364897935;0.56464247
1364897936;0.64421769
1364897937;0.71735609
1364897938;0.78332691
1364897939;0.00000000
1364897940;0.09983342
1364897941;0.19866933
1364897942;0.29552021
1364897943;0.38941834
1364897944;0.47942554
1364897945;0.56464247
1364897946;0.64421769
1364897947;0.71735609
1364897948;0.78332691
1364897949;0.00000000
1364897950;0.09983342
1364897951;0.19866933
1364897952;0.29552021
1364897953;0.38941834
1364897954;0.47942554
1364897955;0.56464247
1364897956;0.64421769
1364897957;0.71735609
1364897958;0.78332691
1364897959;0.00000000
1364897960;0.09983342
1364897961;0.19866933
1364897962;0.29552021
1364897963;0.38941834
1364897964;0.47942554
1364897965;0.56464247
1364897966;0.64421769
1364897967;0.71735609
1364897968;0.78332691
1364897969;0.00000000
1364897970;0.09983342
1364897971;0.19866933
1364897972;0.29552021
1364897973;0.38941834
1364897974;0.47942554
1364897975;0.56464247
1364897976;0.64421769
1364897977;0.71735609
1364897978;0.78332691
1364897979;0.00000000
1364897980;0.09983342
1364897981;0.19866933
1364897982;0.29552021
1364897983;0.38941834
1364897984;0.47942554
1364897985;0.56464247
1364897986;0.64421769
1364897987;0.71735609
1364897988;0.78332691
1364897989;0.00000000
1364897990;0.09983342
1364897991;0.19866933
1364897992;0.29552021
1364897993;0.38941834
1364897994;0.47942554
1364897995;0.56464247
1364897996;0.64421769
1364897997;0.71735609
1364897998;0.78332691
1364897999;0.00000000
1364898000;0.09983342
1364898001;0.19866933
1364898002;0.29552021
1364898003;0.38941834
1364898004;0.47942554
1364898005;0.56464247
1364898006;0.64421769
1364898007;0.71735609
1364898008;0.78332691
1364898009;0.00000000
1364898010;0.09983342
1364898011;0.19866933
1364898012;0.29552021
1364898013;0.38941834
1364898014;0.47942554
1364898015;0.56464247
1364898016;0.64421769
1364898017;0.71735609
1364898018;0.78332691
1364898019;0.00000000
1364898020;0.09983342
1364898021;0.19866933
1364898022;0.29552021
1364898023;0.38941834
1364898024;0.47942554
1364898025;0.56464247
1364898026;0.64421769
1364898027;0.71735609
1364898028;0.78332691
1364898029;0.00000000
1364898030;0.09983342
1364898031;0.19866933
1364898032;0.29552021
1364898033;0.38941834
1364898034;0.47942554
1364898035;0.56464247
1364898036;0.64421769
1364898037;0.71735609
1364898038;0.78332691
1364898039;0.00000000
1364898040;0.09983342
1364898041;0.19866933
1364898042;0.29552021
1364898043;0.38941834
1364898044;0.47942554
1364898045;0.56464247
1364898046;0.64421769
1364898047;0.71735609
1364898048;0.78332691
1364898049;0.00000000
1364898050;0.09983342
1364898051;0.19866933
1364898052;0.29552021
1364898053;0.38941834
1364898054;0.47942554
1364898055;0.56464247
1364898056;0.64421769
1364898057;0.71735609
1364898058;0.78332691
1364898059;0.00000000
1364898060;0.09983342
1364898061;0.19866933
1364898062;0.29552021
1364898063;0.38941834
1364898064;0.47942554
1364898065;0.56464247
1364898066;0.64421769
1364898067;0.71735609
1364898068;0.78332691
1364898069;0.00000000
1364898070;0.09983342
1364898071;0.19866933
1364898072;0.29552021
1364898073;0.38941834
1364898074;0.47942554
1364898075;0.56464247
1364898076;0.64421769
1364898077;0.71735609
1364898078;0.78332691
1364898079;0.00000000
1364898080;0.09983342
1364898081;0.19866933
1364898082;0.29552021
1364898083;0.38941834
1364898084;0.47942554
1364898085;0.56464247
1364898086;0.64421769
1364898087;0.71735609
1364898088;0.78332691
1364898089;0.00000000
1364898090;0.09983342
1364898091;0.19866933
1364898092;0.29552021
1364898093;0.38941834
1364898094;0.47942554
1364898095;0.56464247
1364898096;0.64421769
1364898097;0.71735609
1364898098;0.78332691
1364898099;0.00000000
1364898100;0.09983342
1364898101;0.19866933
1364898102;0.29552021
1364898103;0.38941834
1364898104;0.47942554
1364898105;0.56464247
1364898106;0.64421769
1364898107;0.71735609
1364898108;0.78332691
1364898109;0.00000000
1364898110;0.09983342
1364898111;0.19866933
1364898112;0.29552021
1364898113;0.38941834
1364898114;0.47942554
1364898115;0.56464247
1364898116;0.64421769
1364898117;0.71735609
1364898118;0.78332691
1364898119;0.00000000
1364898120;0.09983342
1364898121;0.19866933
1364898122;0.29552021
1364898123;0.38941834
1364898124;0.47942554
1364898125;0.56464247
1364898126;0.64421769
1364898127;0.71735609
1364898128;0.78332691
1364898129;0.00000000
1364898130;0.09983342
1364898131;0.19866933
1364898132;0.29552021
1364898133;0.38941834
1364898134;0.47942554
1364898135;0.56464247
1364898136;0.64421769
1364898137;0.71735609
1364898138;0.78332691
1364898139;0.00000000
1364898140;0.09983342
1364898141;0.19866933
1364898142;0.29552021
1364898143;0.38941834
1364898144;0.47942554
1364898145;0.56464247
1364898146;0.64421769
1364898147;0.71735609
1364898148;0.78332691
1364898149;0.00000000
1364898150;0.09983342
1364898151;0.19866933
1364898152;0.29552021
1364898153;0.38941834
1364898154;0.47942554
1364898155;0.56464247
1364898156;0.64421769
1364898157;0.71735609
1364898158;0.78332691
1364898159;0.00000000
1364898160;0.09983342
1364898161;0.19866933
1364898162;0.29552021
1364898163;0.38941834
1364898164;0.47942554
1364898165;0.56464247
1364898166;0.64421769
1364898167;0.71735609
1364898168;0.78332691
1364898169;0.00000000
1364898170;0.09983342
1364898171;0.19866933
1364898172;0.29552021
1364898173;0.38941834
1364898174;0.47942554
1364898175;0.56464247
1364898176;0.64421769
1364898177;0.71735609
1364898178;0.78332691
1364898179;0.00000000
1364898180;0.09983342
1364898181;0.19866933
1364898182;0.29552021
1364898183;0.38941834
1364898184;0.47942554
1364898185;0.56464247
1364898186;0.64421769
1364898187;0.71735609
1364898188;0.78332691
1364898189;0.00000000
1364898190;0.09983342
1364898191;0.19866933
1364898192;0.29552021
1364898193;0.38941834
1364898194;0.47942554
1364898195;0.56464247
1364898196;0.64421769
1364898197;0.71735609
1364898198;0.78332691
1364898199;0.00000000
1364898200;0.09983342
1364898201;0.19866933
1364898202;0.29552021
1364898203;0.38941834
1364898204;0.47942554
1364898205;0.56464247
1364898206;0.64421769
1364898207;0.71735609
1364898208;0.78332691
1364898209;0.00000000
1364898210;0.09983342
1364898211;0.19866933
1364898212;0.29552021
1364898213;0.38941834
1364898214;0.47942554
1364898215;0.56464247
1364898216;0.64421769
1364898217;0.71735609
1364898218;0.78332691
1364898219;0.00000000
1364898220;0.09983342
1364898221;0.19866933
1364898222;0.29552021
1364898223;0.38941834
1364898224;0.47942554
1364898225;0.56464247
1364898226;0.64421769
1364898227;0.71735609
1364898228;0.78332691
1364898229;0.00000000
1364898230;0.09983342
1364898231;0.19866933
1364898232;0.29552021
1364898233;0.38941834
1364898234;0.47942554
1364898235;0.56464247
1364898236;0.64421769
1364898237;0.71735609
1364898238;0.78332691
1364898239;0.00000000
1364898240;0.09983342
1364898241;0.19866933
1364898242;0.29552021
1364898243;0.38941834
1364898244;0.47942554
1364898245;0.56464247
1364898246;0.64421769
1364898247;0.71735609
1364898248;0.78332691
1364898249;0.00000000
1364898250;0.09983342
1364898251;0.19866933
1364898252;0.29552021
1364898253;0.38941834
1364898254;0.47942554
1364898255;0.56464247
1364898256;0.64421769
1364898257;0.71735609
1364898258;0.78332691
1364898259;0.00000000
1364898260;0.09983342
1364898261;0.19866933
1364898262;0.29552021
1364898263;0.38941834
1364898264;0.47942554
1364898265;0.56464247
1364898266;0.64421769
1364898267;0.71735609
1364898268;0.78332691
1364898269;0.00000000
1364898270;0.09983342
1364898271;0.19866933
1364898272;0.29552021
1364898273;0.38941834
1364898274;0.47942554
1364898275;0.56464247
1364898276;0.64421769
1364898277;0.71735609
1364898278;0.78332691
1364898279;0.00000000
1364898280;0.09983342
1364898281;0.19866933
1364898282;0.29552021
1364898283;0.38941834
1364898284;0.47942554
1364898285;0.56464247
1364898286;0.64421769
1364898287;0.71735609
1364898288;0.78332691
1364898289;0.00000000
1364898290;0.09983342
1364898291;0.19866933
1364898292;0.29552021
1364898293;0.38941834
1364898294;0.47942554
1364898295;0.56464247
1364898296;0.64421769
1364898297;0.71735609
1364898298;0.78332691
1364898299;0.00000000
1364898300;0.09983342
1364898301;0.19866933
1364898302;0.29552021
1364898303;0.38941834
1364898304;0.47942554
1364898305;0.56464247
1364898306;0.64421769
1364898307;0.71735609
1364898308;0.78332691
1364898309;0.00000000
1364898310;0.09983342
1364898311;0.19866933
1364898312;0.29552021
1364898313;0.38941834
1364898314;0.47942554
1364898315;0.56464247
1364898316;0.64421769
1364898317;0.71735609
1364898318;0.78332691
1364898319;0.00000000
1364898320;0.09983342
1364898321;0.19866933
1364898322;0.29552021
1364898323;0.38941834
1364898324;0.47942554
1364898325;0.56464247
1364898326;0.64421769
1364898327;0.71735609
1364898328;0.78332691
1364898329;0.00000000
1364898330;0.09983342
1364898331;0.19866933
1364898332;0.29552021
1364898333;0.38941834
1364898334;0.47942554
1364898335;0.56464247
1364898336;0.64421769
1364898337;0.71735609
1364898338;0.78332691
1364898339;0.00000000
1364898340;0.09983342
1364898341;0.19866933
1364898342;0.29552021
1364898343;0.38941834
1364898344;0.47942554
1364898345;0.56464247
1364898346;0.64421769
1364898347;0.71735609
1364898348;0.78332691
1364898349;0.00000000
1364898350;0.09983342
1364898351;0.19866933
