times;values
1362152171;13.560039
1362152172;13.594087
1362152173;13.628135
1362152174;13.662182
1362152175;13.696230
1362152176;13.730278
1362152177;13.764326
1362152178;13.798374
1362152179;13.832422
1362152180;13.866469
1362152181;13.900517
1362152182;13.934565
1362152183;13.968613
1362152184;14.002661
1362152185;14.036708
1362152186;14.070756
1362152187;14.104804
1362152188;14.138852
1362152189;14.172900
1362152190;14.206947
1362152191;14.240995
1362152192;14.275043
1362152193;14.309091
1362152194;14.343139
1362152195;14.377187
1362152196;14.411234
1362152197;14.445282
1362152198;14.479330
1362152199;14.513378
1362152200;14.547426
1362152201;14.581473
1362152202;14.615521
1362152203;14.649569
1362152204;14.683617
1362152205;14.717665
1362152206;14.751712
1362152207;14.785760
1362152208;14.819808
1362152209;14.853856
1362152210;14.887904
1362152211;14.921952
1362152212;14.955999
1362152213;14.990047
1362152214;15.024095
1362152215;15.058143
1362152216;15.092191
1362152217;15.126238
1362152218;15.160286
1362152219;15.194334
1362152220;15.228382
1362152221;15.262430
1362152222;15.296477
1362152223;15.330525
1362152224;15.364573
1362152225;15.398621
1362152226;15.432669
1362152227;15.466717
1362152228;15.500764
1362152229;15.534812
1362152230;15.568860
1362152231;15.602908
1362152232;15.636956
1362152233;15.671003
1362152234;15.705051
1362152235;15.739099
1362152236;15.773147
1362152237;15.807195
1362152238;15.841242
1362152239;15.875290
1362152240;15.909338
1362152241;15.943386
1362152242;15.977434
1362152243;16.011482
1362152244;16.045529
1362152245;16.079577
1362152246;16.113625
1362152247;16.147673
1362152248;16.181721
1362152249;16.215768
1362152250;16.249816
1362152251;16.283864
1362152252;16.317912
1362152253;16.351960
1362152254;16.386007
1362152255;16.420055
1362152256;16.454103
1362152257;16.488151
1362152258;16.522199
1362152259;16.556247
1362152260;16.590294
1362152261;16.624342
1362152262;16.658390
1362152263;16.692438
1362152264;16.726486
1362152265;16.760533
1362152266;16.794581
1362152267;16.828629
1362152268;16.862677
1362152269;16.896725
1362152270;16.930772
1362152271;16.964820
1362152272;16.998868
1362152273;17.032916
1362152274;17.066964
1362152275;17.101012
1362152276;17.135059
1362152277;17.169107
1362152278;17.203155
1362152279;17.237203
1362152280;17.271251
1362152281;17.305298
1362152282;17.339346
1362152283;17.373394
1362152284;17.407442
1362152285;17.441490
1362152286;17.475537
1362152287;17.509585
1362152288;17.543633
1362152289;17.577681
1362152290;17.611729
1362152291;17.645777
1362152292;17.679824
1362152293;17.713872
1362152294;17.747920
1362152295;17.781968
1362152296;17.816016
1362152297;17.850063
1362152298;17.884111
1362152299;17.918159
1362152300;17.952207
1362152301;17.986255
1362152302;18.020302
1362152303;18.054350
1362152304;18.088398
1362152305;18.122446
1362152306;18.156494
1362152307;18.190542
1362152308;18.224589
1362152309;18.258637
1362152310;18.292685
1362152311;18.326733
1362152312;18.360781
1362152313;18.394828
1362152314;18.428876
1362152315;18.462924
1362152316;18.496972
1362152317;18.531020
1362152318;18.565067
1362152319;18.599115
1362152320;18.633163
