times;values
1362152397;542.598537602297
1362152398;542.698536394163
1362152399;542.798535186029
1362152400;542.898533977895
1362152401;542.99853276976
1362152402;543.098531561626
1362152403;543.198530353492
1362152404;543.298529145358
1362152405;543.398527937224
1362152406;543.498526729089
1362152407;543.598525520955
1362152408;543.698524312821
1362152409;543.798523104687
1362152410;543.898521896553
1362152411;543.998520688418
1362152412;544.098519480284
1362152413;544.19851827215
1362152414;544.298517064016
1362152415;544.398515855882
1362152416;544.498514647747
1362152417;544.598513439613
1362152418;544.698512231479
1362152419;544.798511023345
1362152420;544.898509815211
1362152421;544.998508607077
1362152422;545.098507398942
1362152423;545.198506190808
1362152424;545.298504982674
1362152425;545.39850377454
1362152426;545.498502566406
1362152427;545.598501358271
1362152428;545.698500150137
1362152429;545.798498942003
1362152430;545.898497733869
1362152431;545.998496525735
1362152432;546.0984953176
1362152433;546.198494109466
1362152434;546.298492901332
1362152435;546.398491693198
1362152436;546.498490485064
1362152437;546.598489276929
1362152438;546.698488068795
1362152439;546.798486860661
1362152440;546.898485652527
1362152441;546.998484444393
1362152442;547.098483236258
1362152443;547.198482028124
1362152444;547.29848081999
1362152445;547.398479611856
1362152446;547.498478403722
1362152447;547.598477195587
1362152448;547.698475987453
1362152449;547.798474779319
1362152450;547.898473571185
1362152451;547.998472363051
1362152452;548.098471154916
1362152453;548.198469946782
1362152454;548.298468738648
1362152455;548.398467530514
1362152456;548.49846632238
1362152457;548.598465114245
1362152458;548.698463906111
1362152459;548.798462697977
1362152460;548.898461489843
1362152461;548.998460281709
1362152462;549.098459073574
1362152463;549.19845786544
1362152464;549.298456657306
1362152465;549.398455449172
1362152466;549.498454241038
1362152467;549.598453032903
1362152468;549.698451824769
1362152469;549.798450616635
1362152470;549.898449408501
1362152471;549.998448200367
1362152472;550.098446992232
1362152473;550.198445784098
1362152474;550.298444575964
1362152475;550.39844336783
1362152476;550.498442159696
1362152477;550.598440951561
1362152478;550.698439743427
1362152479;550.798438535293
1362152480;550.898437327159
1362152481;550.998436119025
1362152482;551.09843491089
1362152483;551.198433702756
1362152484;551.298432494622
1362152485;551.398431286488
1362152486;551.498430078354
1362152487;551.598428870219
1362152488;551.698427662085
1362152489;551.798426453951
1362152490;551.898425245817
1362152491;551.998424037683
1362152492;552.098422829548
1362152493;552.198421621414
1362152494;552.29842041328
1362152495;552.398419205146
1362152496;552.498417997012
1362152497;552.598416788878
1362152498;552.698415580743
1362152499;552.798414372609
1362152500;552.898413164475
1362152501;552.998411956341
1362152502;553.098410748207
1362152503;553.198409540072
1362152504;553.298408331938
1362152505;553.398407123804
1362152506;553.49840591567
1362152507;553.598404707536
1362152508;553.698403499401
1362152509;553.798402291267
1362152510;553.898401083133
1362152511;553.998399874999
1362152512;554.098398666865
1362152513;554.19839745873
1362152514;554.298396250596
1362152515;554.398395042462
1362152516;554.498393834328
1362152517;554.598392626194
1362152518;554.698391418059
1362152519;554.798390209925
1362152520;554.898389001791
1362152521;554.998387793657
1362152522;555.098386585523
1362152523;555.198385377388
1362152524;555.298384169254
1362152525;555.39838296112
1362152526;555.498381752986
1362152527;555.598380544852
1362152528;555.698379336717
1362152529;555.798378128583
1362152530;555.898376920449
1362152531;555.998375712315
1362152532;556.098374504181
1362152533;556.198373296046
1362152534;556.298372087912
1362152535;556.398370879778
1362152536;556.498369671644
1362152537;556.59836846351
1362152538;556.698367255375
1362152539;556.798366047241
1362152540;556.898364839107
1362152541;556.998363630973
1362152542;557.098362422839
1362152543;557.198361214704
1362152544;557.29836000657
1362152545;557.398358798436
1362152546;557.498357590302
1362152547;557.598356382168
1362152548;557.698355174033
1362152549;557.798353965899
1362152550;557.898352757765
1362152551;557.998351549631
1362152552;558.098350341497
1362152553;558.198349133362
1362152554;558.298347925228
1362152555;558.398346717094
1362152556;558.49834550896
1362152557;558.598344300826
1362152558;558.698343092691
1362152559;558.798341884557
1362152560;558.898340676423
1362152561;558.998339468289
1362152562;559.098338260155
1362152563;559.19833705202
1362152564;559.298335843886
1362152565;559.398334635752
1362152566;559.498333427618
1362152567;559.598332219484
1362152568;559.69833101135
1362152569;559.798329803215
1362152570;559.898328595081
1362152571;559.998327386947
1362152572;560.098326178813
1362152573;560.198324970679
1362152574;560.298323762544
1362152575;560.39832255441
1362152576;560.498321346276
1362152577;560.598320138142
1362152578;560.698318930008
1362152579;560.798317721873
1362152580;560.898316513739
1362152581;560.998315305605
1362152582;561.098314097471
1362152583;561.198312889337
1362152584;561.298311681202
1362152585;561.398310473068
1362152586;561.498309264934
1362152587;561.5983080568
1362152588;561.698306848666
1362152589;561.798305640531
1362152590;561.898304432397
1362152591;561.998303224263
1362152592;562.098302016129
1362152593;562.198300807995
1362152594;562.29829959986
1362152595;562.398298391726
1362152596;562.498297183592
1362152597;562.598295975458
1362152598;562.698294767324
1362152599;562.798293559189
1362152600;562.898292351055
1362152601;562.998291142921
1362152602;563.098289934787
1362152603;563.198288726653
1362152604;563.298287518518
1362152605;563.398286310384
1362152606;563.49828510225
1362152607;563.598283894116
1362152608;563.698282685982
1362152609;563.798281477847
1362152610;563.898280269713
1362152611;563.998279061579
1362152612;564.098277853445
1362152613;564.198276645311
1362152614;564.298275437176
1362152615;564.398274229042
1362152616;564.498273020908
1362152617;564.598271812774
1362152618;564.69827060464
1362152619;564.798269396505
1362152620;564.898268188371
1362152621;564.998266980237
1362152622;565.098265772103
1362152623;565.198264563969
1362152624;565.298263355834
1362152625;565.3982621477
1362152626;565.498260939566
1362152627;565.598259731432
1362152628;565.698258523298
1362152629;565.798257315163
1362152630;565.898256107029
1362152631;565.998254898895
1362152632;566.098253690761
1362152633;566.198252482627
1362152634;566.298251274492
1362152635;566.398250066358
1362152636;566.498248858224
1362152637;566.59824765009
1362152638;566.698246441956
1362152639;566.798245233821
1362152640;566.898244025687
1362152641;566.998242817553
1362152642;567.098241609419
1362152643;567.198240401285
1362152644;567.29823919315
1362152645;567.398237985016
1362152646;567.498236776882
1362152647;567.598235568748
1362152648;567.698234360614
1362152649;567.798233152479
1362152650;567.898231944345
1362152651;567.998230736211
1362152652;568.098229528077
1362152653;568.198228319943
1362152654;568.298227111809
1362152655;568.398225903674
1362152656;568.49822469554
1362152657;568.598223487406
1362152658;568.698222279272
1362152659;568.798221071138
1362152660;568.898219863003
1362152661;568.998218654869
1362152662;569.098217446735
1362152663;569.198216238601
1362152664;569.298215030467
1362152665;569.398213822332
1362152666;569.498212614198
1362152667;569.598211406064
1362152668;569.69821019793
1362152669;569.798208989796
1362152670;569.898207781661
1362152671;569.998206573527
1362152672;570.098205365393
1362152673;570.198204157259
1362152674;570.298202949125
1362152675;570.39820174099
1362152676;570.498200532856
1362152677;570.598199324722
1362152678;570.698198116588
1362152679;570.798196908454
1362152680;570.898195700319
1362152681;570.998194492185
1362152682;571.098193284051
1362152683;571.198192075917
1362152684;571.298190867783
1362152685;571.398189659648
1362152686;571.498188451514
1362152687;571.59818724338
1362152688;571.698186035246
1362152689;571.798184827112
1362152690;571.898183618977
1362152691;571.998182410843
1362152692;572.098181202709
1362152693;572.198179994575
1362152694;572.298178786441
1362152695;572.398177578306
1362152696;572.498176370172
1362152697;572.598175162038
1362152698;572.698173953904
1362152699;572.79817274577
1362152700;572.898171537635
1362152701;572.998170329501
1362152702;573.098169121367
1362152703;573.198167913233
1362152704;573.298166705099
1362152705;573.398165496964
1362152706;573.49816428883
1362152707;573.598163080696
1362152708;573.698161872562
1362152709;573.798160664428
1362152710;573.898159456293
1362152711;573.998158248159
1362152712;574.098157040025
1362152713;574.198155831891
1362152714;574.298154623757
1362152715;574.398153415622
1362152716;574.498152207488
1362152717;574.598150999354
1362152718;574.69814979122
1362152719;574.798148583086
1362152720;574.898147374951
1362152721;574.998146166817
1362152722;575.098144958683
1362152723;575.198143750549
1362152724;575.298142542415
1362152725;575.39814133428
1362152726;575.498140126146
1362152727;575.598138918012
1362152728;575.698137709878
1362152729;575.798136501744
1362152730;575.898135293609
1362152731;575.998134085475
1362152732;576.098132877341
1362152733;576.198131669207
1362152734;576.298130461073
1362152735;576.398129252938
1362152736;576.498128044804
1362152737;576.59812683667
1362152738;576.698125628536
1362152739;576.798124420402
1362152740;576.898123212267
1362152741;576.998122004133
1362152742;577.098120795999
1362152743;577.198119587865
1362152744;577.298118379731
1362152745;577.398117171596
1362152746;577.498115963462
1362152747;577.598114755328
1362152748;577.698113547194
1362152749;577.79811233906
1362152750;577.898111130925
1362152751;577.998109922791
1362152752;578.098108714657
1362152753;578.198107506523
1362152754;578.298106298389
1362152755;578.398105090254
1362152756;578.49810388212
1362152757;578.598102673986
1362152758;578.698101465852
1362152759;578.798100257718
1362152760;578.898099049583
1362152761;578.998097841449
1362152762;579.098096633315
1362152763;579.198095425181
1362152764;579.298094217047
1362152765;579.398093008912
1362152766;579.498091800778
1362152767;579.598090592644
1362152768;579.69808938451
1362152769;579.798088176376
1362152770;579.898086968242
1362152771;579.998085760107
1362152772;580.098084551973
1362152773;580.198083343839
1362152774;580.298082135705
1362152775;580.398080927571
1362152776;580.498079719436
1362152777;580.598078511302
1362152778;580.698077303168
1362152779;580.798076095034
1362152780;580.8980748869
1362152781;580.998073678765
1362152782;581.098072470631
1362152783;581.198071262497
1362152784;581.298070054363
1362152785;581.398068846229
1362152786;581.498067638094
1362152787;581.59806642996
1362152788;581.698065221826
1362152789;581.798064013692
1362152790;581.898062805558
1362152791;581.998061597423
1362152792;582.098060389289
1362152793;582.198059181155
1362152794;582.298057973021
1362152795;582.398056764887
1362152796;582.498055556752
1362152797;582.598054348618
1362152798;582.698053140484
1362152799;582.79805193235
1362152800;582.898050724216
1362152801;582.998049516081
1362152802;583.098048307947
1362152803;583.198047099813
1362152804;583.298045891679
1362152805;583.398044683545
1362152806;583.49804347541
1362152807;583.598042267276
1362152808;583.698041059142
1362152809;583.798039851008
1362152810;583.898038642874
1362152811;583.998037434739
1362152812;584.098036226605
1362152813;584.198035018471
1362152814;584.298033810337
1362152815;584.398032602203
1362152816;584.498031394068
1362152817;584.598030185934
1362152818;584.6980289778
1362152819;584.798027769666
1362152820;584.898026561532
1362152821;584.998025353397
1362152822;585.098024145263
1362152823;585.198022937129
1362152824;585.298021728995
1362152825;585.398020520861
1362152826;585.498019312726
1362152827;585.598018104592
1362152828;585.698016896458
1362152829;585.798015688324
1362152830;585.89801448019
1362152831;585.998013272055
1362152832;586.098012063921
1362152833;586.198010855787
1362152834;586.298009647653
1362152835;586.398008439519
1362152836;586.498007231384
1362152837;586.59800602325
1362152838;586.698004815116
1362152839;586.798003606982
1362152840;586.898002398848
1362152841;586.998001190713
1362152842;587.097999982579
1362152843;587.197998774445
1362152844;587.297997566311
1362152845;587.397996358177
1362152846;587.497995150042
1362152847;587.597993941908
1362152848;587.697992733774
1362152849;587.79799152564
1362152850;587.897990317506
1362152851;587.997989109371
1362152852;588.097987901237
1362152853;588.197986693103
1362152854;588.297985484969
1362152855;588.397984276835
1362152856;588.4979830687
1362152857;588.597981860566
1362152858;588.697980652432
1362152859;588.797979444298
1362152860;588.897978236164
1362152861;588.99797702803
1362152862;589.097975819895
1362152863;589.197974611761
1362152864;589.297973403627
1362152865;589.397972195493
1362152866;589.497970987359
1362152867;589.597969779224
1362152868;589.69796857109
1362152869;589.797967362956
1362152870;589.897966154822
1362152871;589.997964946688
1362152872;590.097963738553
1362152873;590.197962530419
1362152874;590.297961322285
1362152875;590.397960114151
1362152876;590.497958906017
1362152877;590.597957697882
1362152878;590.697956489748
1362152879;590.797955281614
1362152880;590.89795407348
1362152881;590.997952865346
1362152882;591.097951657211
1362152883;591.197950449077
1362152884;591.297949240943
1362152885;591.397948032809
1362152886;591.497946824675
1362152887;591.59794561654
1362152888;591.697944408406
1362152889;591.797943200272
1362152890;591.897941992138
1362152891;591.997940784004
1362152892;592.097939575869
1362152893;592.197938367735
1362152894;592.297937159601
1362152895;592.397935951467
1362152896;592.497934743333
1362152897;592.597933535198
1362152898;592.697932327064
1362152899;592.79793111893
1362152900;592.897929910796
1362152901;592.997928702662
1362152902;593.097927494527
1362152903;593.197926286393
1362152904;593.297925078259
1362152905;593.397923870125
1362152906;593.497922661991
1362152907;593.597921453856
1362152908;593.697920245722
1362152909;593.797919037588
1362152910;593.897917829454
1362152911;593.99791662132
1362152912;594.097915413185
1362152913;594.197914205051
1362152914;594.297912996917
1362152915;594.397911788783
1362152916;594.497910580649
1362152917;594.597909372514
1362152918;594.69790816438
1362152919;594.797906956246
1362152920;594.897905748112
1362152921;594.997904539978
1362152922;595.097903331843
1362152923;595.197902123709
1362152924;595.297900915575
1362152925;595.397899707441
1362152926;595.497898499307
1362152927;595.597897291172
1362152928;595.697896083038
1362152929;595.797894874904
1362152930;595.89789366677
1362152931;595.997892458636
1362152932;596.097891250501
1362152933;596.197890042367
1362152934;596.297888834233
1362152935;596.397887626099
1362152936;596.497886417965
1362152937;596.597885209831
1362152938;596.697884001696
1362152939;596.797882793562
1362152940;596.897881585428
1362152941;596.997880377294
1362152942;597.09787916916
1362152943;597.197877961025
1362152944;597.297876752891
1362152945;597.397875544757
1362152946;597.497874336623
1362152947;597.597873128489
1362152948;597.697871920354
1362152949;597.79787071222
1362152950;597.897869504086
1362152951;597.997868295952
1362152952;598.097867087818
1362152953;598.197865879683
1362152954;598.297864671549
1362152955;598.397863463415
1362152956;598.497862255281
1362152957;598.597861047147
1362152958;598.697859839012
1362152959;598.797858630878
1362152960;598.897857422744
1362152961;598.99785621461
1362152962;599.097855006476
1362152963;599.197853798341
1362152964;599.297852590207
1362152965;599.397851382073
1362152966;599.497850173939
1362152967;599.597848965805
1362152968;599.69784775767
1362152969;599.797846549536
1362152970;599.897845341402
1362152971;599.997844133268
1362152972;600.097842925134
1362152973;600.197841716999
1362152974;600.297840508865
1362152975;600.397839300731
1362152976;600.497838092597
1362152977;600.597836884463
1362152978;600.697835676328
1362152979;600.797834468194
1362152980;600.89783326006
1362152981;600.997832051926
1362152982;601.097830843792
1362152983;601.197829635657
1362152984;601.297828427523
1362152985;601.397827219389
1362152986;601.497826011255
1362152987;601.597824803121
1362152988;601.697823594986
1362152989;601.797822386852
1362152990;601.897821178718
1362152991;601.997819970584
1362152992;602.09781876245
1362152993;602.197817554315
1362152994;602.297816346181
1362152995;602.397815138047
1362152996;602.497813929913
1362152997;602.597812721779
1362152998;602.697811513644
1362152999;602.79781030551
1362153000;602.897809097376
1362153001;602.997807889242
1362153002;603.097806681108
1362153003;603.197805472973
1362153004;603.297804264839
1362153005;603.397803056705
1362153006;603.497801848571
1362153007;603.597800640437
1362153008;603.697799432303
1362153009;603.797798224168
1362153010;603.897797016034
1362153011;603.9977958079
1362153012;604.097794599766
1362153013;604.197793391632
1362153014;604.297792183497
1362153015;604.397790975363
1362153016;604.497789767229
1362153017;604.597788559095
1362153018;604.697787350961
1362153019;604.797786142826
1362153020;604.897784934692
1362153021;604.997783726558
1362153022;605.097782518424
1362153023;605.19778131029
1362153024;605.297780102155
1362153025;605.397778894021
1362153026;605.497777685887
1362153027;605.597776477753
1362153028;605.697775269619
1362153029;605.797774061484
1362153030;605.89777285335
1362153031;605.997771645216
1362153032;606.097770437082
1362153033;606.197769228948
1362153034;606.297768020813
1362153035;606.397766812679
1362153036;606.497765604545
1362153037;606.597764396411
1362153038;606.697763188277
1362153039;606.797761980142
1362153040;606.897760772008
1362153041;606.997759563874
1362153042;607.09775835574
1362153043;607.197757147606
1362153044;607.297755939471
1362153045;607.397754731337
1362153046;607.497753523203
1362153047;607.597752315069
1362153048;607.697751106935
1362153049;607.7977498988
1362153050;607.897748690666
1362153051;607.997747482532
1362153052;608.097746274398
1362153053;608.197745066264
1362153054;608.297743858129
1362153055;608.397742649995
1362153056;608.497741441861
1362153057;608.597740233727
1362153058;608.697739025593
1362153059;608.797737817458
1362153060;608.897736609324
1362153061;608.99773540119
1362153062;609.097734193056
1362153063;609.197732984922
1362153064;609.297731776787
1362153065;609.397730568653
1362153066;609.497729360519
1362153067;609.597728152385
1362153068;609.697726944251
1362153069;609.797725736116
1362153070;609.897724527982
1362153071;609.997723319848
1362153072;610.097722111714
1362153073;610.19772090358
1362153074;610.297719695445
1362153075;610.397718487311
1362153076;610.497717279177
1362153077;610.597716071043
1362153078;610.697714862909
1362153079;610.797713654774
1362153080;610.89771244664
1362153081;610.997711238506
1362153082;611.097710030372
1362153083;611.197708822238
1362153084;611.297707614104
1362153085;611.397706405969
1362153086;611.497705197835
1362153087;611.597703989701
1362153088;611.697702781567
1362153089;611.797701573433
1362153090;611.897700365298
1362153091;611.997699157164
1362153092;612.09769794903
1362153093;612.197696740896
1362153094;612.297695532762
1362153095;612.397694324627
1362153096;612.497693116493
1362153097;612.597691908359
1362153098;612.697690700225
1362153099;612.797689492091
1362153100;612.897688283956
1362153101;612.997687075822
1362153102;613.097685867688
1362153103;613.197684659554
1362153104;613.29768345142
1362153105;613.397682243285
1362153106;613.497681035151
1362153107;613.597679827017
1362153108;613.697678618883
1362153109;613.797677410749
1362153110;613.897676202614
1362153111;613.99767499448
1362153112;614.097673786346
1362153113;614.197672578212
1362153114;614.297671370078
1362153115;614.397670161943
1362153116;614.497668953809
1362153117;614.597667745675
1362153118;614.697666537541
1362153119;614.797665329407
1362153120;614.897664121272
1362153121;614.997662913138
1362153122;615.097661705004
1362153123;615.19766049687
1362153124;615.297659288736
1362153125;615.397658080601
1362153126;615.497656872467
1362153127;615.597655664333
1362153128;615.697654456199
1362153129;615.797653248065
1362153130;615.89765203993
1362153131;615.997650831796
1362153132;616.097649623662
1362153133;616.197648415528
1362153134;616.297647207394
1362153135;616.397645999259
1362153136;616.497644791125
